"source_id","location_text"
"350","- Xã Vĩnh Hảo, huyện Tuy Phong, tỉnh Bình Thuận, nằm giáp QL 1A, cách trung tâm thành phố Phan Thiết khoảng 97 Km về phía Bắc, cách TP. Phan Rang khoảng 50km, cách Cảng tổng hợp Vĩnh Tân 6km. - TPIP được thành lập theo văn bản số: 1441/TTg-KTN ngày 24/8/2009 của Thủ tướng Chính phủ và Quyết định số 3563/QĐ-UBND ngày 31/12/2013 của UBND tỉnh Bình Thuận; được cấp Giấy chứng nhận đầu tư số 48221000088 ngày 31/12/2013. - Kết hợp với cảng biển Quốc tế Vĩnh Tân (cảng biển Quốc tế gần nhất của các tỉnh phía Nam Tây nguyên), ga hàng hóa Vĩnh Hảo, đường cao tốc Bắc-Nam, các Quốc lộ 1/26/27/28, đường nối cao tốc Bắc-Nam với QL1 thành một hệ thống hoàn chỉnh phục vụ cho các nhà đầu tư sản xuất, chế biến và bảo quản Nông/Lâm/Thủy/Khoáng sản của các tỉnh Bình Thuận/Ninh Thuận (là 2 trong 4 ngư trường lớn nhất Việt Nam, sản lượng trái Thanh long và trữ lượng Titan lớn nhất nước) và các tỉnh Lâm Đồng, Dak nông, Daklak (có sản lượng cà phê, hạt tiêu lớn nhất nước; Trà, Cao su, Bắp chiếm 25% sản lượng Việt nam) và các ngành công nghiệp khác. - Gần các Trung tâm dân cư: Vĩnh Hảo, Vĩnh Tân, Cà ná, Liên Hương, Phan Rí dân cư đông đúc, dễ tuyển lao động; có đủ các hạ tầng xã hội như: trường học, bệnh viện, trung tâm dạy nghề, chợ và trung tâm thương mại; có các địa điểm tham quan du lịch: rừng, thác nước, hồ nước ngọt, biển. - Được quy hoạch phát triển khu dân cư ngay bên cạnh Khu công nghiệp đáp ứng nhu cầu định cư, học tập, chăm sóc sức khỏe và đời sống của người lao động và chuyên gia trong KCN."
"351","Dự án có vị trí thuộc phường Tân Phú, quận Cái Răng, thành phố Cần Thơ, tiếp giáp với: - Phía Tây Bắc giáp Rạch Cái Sâu - Phía Đông Nam giáp Rạch Cái Cui - Phía Đông Bắc giáp Sông Hậu - Phía Tây Nam giáp trục đường Nam Sông Hậu"
"352",""
"353","Khu công nghiệp Kim Huy được thành lập vào năm 2006 nhằm đáp ứng nhu cầu sản xuất kinh doanh, đầu tư bất động sản hay khu đô thị nhà ở của các cá nhân, doanh nghiệp trong nước và ngoài nước. Với mục tiêu sẽ trở thành khu công nghiệp chất lượng cao đáp ứng được thị hiếu của khách hàng."
"354","Vị trí khu công nghiệp Mai Trung tọa lạc tại xã An Tây - An Điền, huyện Bến Cát, tỉnh Bình Dương"
"355","Vị trí địa lý khu công nghiệp Mỹ Phước 1: Xã Thới Hòa, xã Mỹ Phước, huyện Bến Cát, tỉnh Bình Dương. Nằm trong khu vực tứ giác kinh tế trọng điểm phía Nam (Tp. Hồ Chí Minh; Bình Dương; Bà Rịa-Vũng tàu, Long An)."
"356","Vị trí địa lý khu công nghiệp Mỹ Phước 2: Xã Thới Hòa, xã Mỹ Phước, huyện Bến Cát, tỉnh Bình Dương. Nằm trong khu vực tứ giác kinh tế trọng điểm phía Nam (Tp. Hồ Chí Minh; Bình Dương; Bà Rịa-Vũng tàu, Long An)."
"357","Vị trí địa lý khu công nghiệp Mỹ Phước 3: Xã Thới Hòa, xã Mỹ Phước, huyện Bến Cát, tỉnh Bình Dương. Nằm trong khu vực tứ giác kinh tế trọng điểm phía Nam (Tp. Hồ Chí Minh; Bình Dương; Bà Rịa-Vũng tàu, Long An)."
"358","Vị trí khu công nghiệp Nam Tân Uyên nằm trên địa bàn xã Khánh Bình, huyện Tân Uyên, tỉnh Bình Dương là một trong những tỉnh có nền kinh tế năng động nhất trong vùng kinh tế trọng điểm phía nam. Tỉnh Bình Dương có hệ thống kết cấu hạ tầng hiện đại, hiện đang tiếp tục được đầu tư nâng cấp mở rộng và phát triển kết cấu hạ tầng, mở hệ thống cảng biển nước sâu như cảng quốc tế ở Thị Vải, Cái Mép; xây dựng hệ thống sân bay quốc tế Long Thành…"
"359","Vị trí khu công nghiệp Phú Gia nằm trong Khu liên hợp Công nghiệp - Dịch vụ- Đô thị Bình Dương được thành lập theo Quyết định số 912/QĐ-TTg của Thủ tướng Chính phủ- Đó là khu phát triển công nghiệp tạo động lực mạnh cho tỉnh Bình Dương. Là khu phát triển dịch vụ cao cấp mang tầm vóc quốc tế và khu vực, bao gồm gồm sân golf, trung tâm đào tạo, trung tâm tài chính, du lịch…"
"36","Nằm dọc theo quốc lộ 6, cạnh địa phận Hà Nội, cách trung tâm Hà Nội 36km, cách TP Hòa Bình 36km."
"360","Vị trí khu công nghiệp Sóng Thần 1 thuộc tỉnh Bình Dương là vùng Đông Nam Bộ, phía bắc giáp Bình Phước, phía nam và tây nam giáp thành phố Hồ Chí Minh, phía tây giáp Tây Ninh, phía đông giáp Đồng Nai, cách trung tâm thành phố Hồ Chí Minh khoảng 20 km."
"361","Vị trí khu công nghiệp Sóng Thần 2 tỉnh thuộc Bình Dương, nằm trong vùng Đông Nam Bộ, phía bắc giáp Bình Phước, phía nam và tây nam giáp thành phố Hồ Chí Minh, phía tây giáp Tây Ninh, phía đông giáp Đồng Nai."
"362","TBIP với diện tích 352,5 ha nằm ở phía Bắc tỉnh Bình Dương, thuộc vùng kinh tế trọng điểm phía Nam Việt Nam và là địa phương tập trung nhiều khu công nghiệp của cả nước"
"363","KCN nằm trong khu vực quy hoạch hệ thống Cảng biển số 5 với nhiều cảng lớn đã đi vào hoạt động, tiếp nhận nhiều tàu có trọng tải lớn như Cảng Phú Mỹ, Cảng Quốc tế SP-SPA, Cảng Quốc Tế Sài Gòn Việt Nam (SITV), Cảng Quốc tế Cái Mép (CMIT)"
"364","Vị trí khu công nghiệp Sóng Thần 3 – tỉnh Bình Dương nằm tại trung tâm vùng kinh tế trọng điểm phía Nam (Tp. Hồ Chí Minh, Bình Dương, Đồng Nai, Bà Rịa-Vũng Tàu, Tây Ninh, Long An, Bình Phước). Nằm gần trục chính Quốc lộ 13 với hệ thống cơ sở hạ tầng hoàn chỉnh, kết nối với các tuyến đường huyết mạch Quốc gia và các trung tâm kinh tế thương mại cả nước."
"365","Vị trí khu công nghiệp Khu công nghiệp Tân đông Hiệp A nằm tại huyện Dĩ An, tỉnh Bình Dương, thuộc vùng kinh tế trọng điểm Đông Nam Bộ (bao gồm TP Hồ Chí Minh, tỉnh Đồng Nai và tỉnh Bà Rịa- Vũng Tàu)."
"366","Vị trí khu công nghiệp Tân Đông Hiệp B nằm ở Đông Bắc Huyện Dĩ An, tỉnh Bình Dương, tiếp giáp đường DT743 trục giao thông huyết mạch của khu vực kinh tế trọng điểm phía Nam."
"367","Vị trí khu công nghiệp Thới Hòa, tỉnh Bình Dương nằm trong khu vực tứ giác kinh tế trọng điểm phía Nam (Tp.Hồ Chí Minh, Bình Dương, Bà Rịa-Vũng Tàu và Đồng Nai)"
"368","Vị trí khu công nghiệp Tân Bình – tỉnh Bình Dương có vị trí thuận lợi gần nguồn nguyên liệu từ Bình Phước và các tỉnh Tây Nguyên, đặc biệt là nguồn nguyên liệu gỗ và mủ dồi dào từ cây cao su được cung cấp bởi Công ty CP cao su Phước Hòa và các đơn vị thành viên của Tập đoàn Công nghiệp Cao su Việt Nam."
"369","Vị trí khu công nghiệp Bá Thiện II nằm cách Thủ đô Hà Nội 50km theo hướng Tây Bắc trên địa bàn các xã Thiện Kế, Bá Hiến và Trung Mỹ thuộc huyện Bình Xuyên, tỉnh Vĩnh Phúc, Khu công nghiệp Bá Thiện II giúp các nhà đầu tư dễ dàng kết nối với các tỉnh thuộc vùng kinh tế phía Bắc."
"37",""
"370","Vị trí khu công nghiệp Bình Xuyên thuộc huyện Bình Xuyên, nằm cạnh đường Quốc lộ 2 (Nội Bài – Lào Cai)"
"378","Khu đất quy hoạch Khu công nghiệp Lam Sơn – Sao Vàng nằm dọc đường Hồ Chí Minh, cách thành phố Thanh Hóa khoảng 40 km theo Quốc lộ 47, giáp với 2 thị trấn: Thị trấn Lam Sơn và thị trấn Sao Vàng. - Phía Bắc giáp ranh giới quy hoạch khu đô thị Lam Sơn- Sao Vàng. - Phía Nam giáp hồ Cửa Trát, cách QL47 kéo dài khoảng 1,8 km. - Phía Đông giáp đường Cảng hàng không Thọ Xuân đi Nghi Sơn dự kiến. - Phía Tây giáp đường Hồ Chí Minh (xã Xuân Phú, Xuân Bái)."
"38","Vạn Hòa và Phường Phố Mới thành phố Lào Cai"
"388","Khu công nghiệp Thăng Long nằm ở huyện Đông Anh, phía Bắc của thủ đô Hà Nội. KCN cách trung tâm tp Hà Nội khoảng 15km và cách sân bay Quốc tế Nội Bài khoảng 20km."
"389","Vị trí trung tâm thành phố Hà Nội"
"39",""
"390","HANSSIP có vị trí nằm ngay sát đường cao tốc Pháp Vân – Cầu Giẽ, quốc lộ 1A tuyến đường huyết mạch của Việt Nam, kết nối hạ tầng giao thông và dịch vụ và các khu công nghiệp."
"391","Khu công nghiệp Sài Đồng B nằm ở vị trí gần trung tâm thành phố Hà Nội, thuận lợi giao thương các tỉnh biên giới phía Bắc cũng như đến các tỉnh miền Trung Việt Nam"
"392","Khu công nghiệp có vị trí thuận lợi về giao thông kết nối với trung tâm thành phố Hà Nội, nguồn nhân lực có trình độ cao, dồi dào"
"393","Phía Tây - Nam khu công nghiệp giáp sân bay Quốc tế Nội Bài, phía trước mặt khu công nghiệp có đường tỉnh lộ 131 chạy qua nối quốc lộ 3 với quốc lộ 2 và đường cao tốc Thăng Long - Nội Bài; đường giao thông tới cảng Hài Phòng và cảng Cái Lân."
"394","Khu công nghiệp Phú Nghĩa nằm trên trục Quốc lộ 6A (giữa thị trấn Trúc Sơn và thị trấn Xuân Mai của huyện Chương Mỹ, thành phố Hà Nội)."
"397","Khu công nghiệp Mỹ Xuân B1 – Đại Dương Mỹ Xuân là một trong những Khu công nghiệp nằm trong vùng kinh tế trọng điểm phía Nam bao gồm Tp. Hồ Chí Minh, Đồng Nai, Bình Dương và Bà Rịa – Vũng Tàu"
"398",""
"399","Thuộc địa bàn xã Nghĩa Thành, xã Suối Nghệ, huyện Châu Đức; xã Sông Xoài, xã Châu Pha, huyện Tân Thành, Tỉnh Bà Rịa Vũng Tàu"
"4","Nằm trong KCN Quế Võ 1 mở rộng, huyện Quế Võ, tỉnh Bắc Ninh"
"40",""
"404","KCN Cái Lân tọa lạc tại phường Giếng và phường Bãi Cháy, thành phố Hạ Long, tỉnh Quảng Ninh."
"41",""
"414","Khu công nghiệp nằm tại phía Đông Nam huyện Hải Hà, thuộc Khu kinh tế cửa khẩu Móng Cái và nằm trọn trong vành đai Vịnh Bắc Bộ và 02 hành lang kinh tế Việt Nam- Trung Quốc với vị trí chiến lược quan trọng. Khu công nghiệp chỉ cách cửa khẩu quốc tế Móng Cái và cửa khẩu Bắc Phong Sinh khoảng 30 km, cách khu kinh tế Vân Đồn và sân bay Vân Đồn 45 km. Kết nối với tuyến đường cao tốc Vân Đồn - Móng Cái tại nút giao Hải Hà. Năm 2020, tuyến đường cao tốc Vân Đồn - Móng Cái hoàn thành, chắc chắn sẽ tạo ra lợi thế thông thương lớn cho Khu công nghiệp trong vùng biên giới Việt - Trung."
"415","Khu công nghiệp Đông Mai thuộc phường Đông Mai, thị xã Nằm trên trục đường quốc lộ 18 từ Hà Nội đi Móng Cái Quảng Yên."
"416","Khu công nghiệp Hải Yên thuộc phường Hải Yên, thành phố Móng Cái. Từ KCN đến các tỉnh, thành phố và các trung tâm kinh tế lớn của khu vực phía Bắc Việt Nam và phía Nam Trung Quốc được kết nối thuận tiện với hệ thống giao thông hiện đại, đồng bộ bằng cả đường bộ, đường sắt, đường biển và đường hàng không."
"417","Khu công nghiệp Việt Hưng thuộc phường Việt Hưng, thành phố Hạ Long, có vị trí vô cùng thuận lợi cho việc lưu thông, kết nối với các KCN trong tỉnh cũng như với các tỉnh thành trên cả nước bằng cả hệ thống đường bộ - đường sắt- đường thủy- đường hàng không"
"418","Khu công nghiệp phục vụ nông nghiệp thuộc địa giới hành chính các xã: An Thái, An Ninh và An Cầu, huyện Quỳnh Phụ, tỉnh Thái Bình - Phía Đông Bắc giáp sông Hóa (Sông cấp IV); - Phía Tây Bắc giáp khu dân cư thôn A Sào, xã An Thái; - Phía Tây Nam giáp tỉnh lộ ĐT72, khu dân cư xóm Bắc Lệ thuộc xã An Cầu và thôn Lương Cả, xã An Ninh; - Phía Đông Nam giáp đất nông nghiệp xã An Ninh và giáp thị trấn An Bài."
"419","Là khu công nghiệp đa năng thuộc địa giới hành chính xã Tân Bình, thành phố Thái Bình và xã Tân Phong, huyện Vũ Thư."
"42","Xã Mường Bằng, huyện Mai Sơn, tỉnh Sơn La"
"420","Khu công nghiệp Phúc Khánh thuộc địa phận xã Phú Xuân, phường Phú Khánh, thành phố Thái Bình. Ranh giới lập quy hoạch chi tiết : + Phía Bắc giáp cánh đồng lúa xã Phú Xuân + Phía Nam giáp khu dân cư, xí nghiệp ven đường quốc lộ 10 + Phía Đông giáp sông Bạch và cánh đồng. + Phía Tây cách nghĩa trang thành phố và cánh đồng xã Phú Xuân."
"421","KCN Cầu Nghìn thuộc địa giới hành chính thị trấn An Bài và xã An Thanh huyện Quỳnh Phụ, tỉnh Thái Bình."
"422","+ Phía Bắc giáp khu dân cư xã Phú Xuân; + Phía Nam giáp đường Trần Thái Tông (Quốc lộ 10); + Phía Tây giáp sông Bạch; + Phía Đông giáp trạm điện thành phố, một số cơ sở công nghiệp hiện có và khu dân cư."
"423","Nằm ở phía Tây quốc lộ 10 thuộc địa giới hành chính 5 xã: Đông Xuân, Đông Dương, Đông Quang (huyện Đông Hưng), Đông Thọ, Đông Mỹ (Thành phố Thái Bình). Phía bắc giáp xóm 3 xã Đông Xuân; Phía Nam giáp đường giao thông từ Ngã tư Gia Lễ đi xã Đông Dương; Phía Đông giáp Quốc lộ 10; Phía Tây giáp thôn Tô Hiệu, xã Đông Quang và đất nông nghiệp xã Đông Dương."
"426","Có vị trí thuận lợi, gần cảng, gần sân bay"
"428","Thuộc xã Liên Bảo, Liên Minh, Kim Thái – huyện Vụ Bản- tỉnh Nam Định Nằm ngay cạnh tuyến đường sắt quốc gia Bắc Nam và QL 10 - là tuyến đường trục kinh tế huyết mạch với 4 làn xe, chạy dọc theo vùng duyên hải Bắc Bộ qua 6 tỉnh và thành phố: Quảng Ninh, Hải Phòng,Thái Bình, Nam Định, Ninh Bình và Thanh Hóa, và kết nối với các tuyến giao thông quan trọng như QL5, QL37, QL39, QL21, đường cao tốc Hà Nội – Hải Phòng và các đường tỉnh lộ, kết nối các trung tâm kinh tế, chính trị lớn của các địa phương, các khu công nghiệp tập trung."
"43",""
"431","KCN Đông Hồi nằm trên địa bàn các xã Quỳnh Lập, Quỳnh Lộc của Thị xã Hoàng Mai, tỉnh Nghệ An. Phía Bắc giáp núi Xước, núi Truông. Phía Nam giáp núi xóm đá Đồng Tiến. Phía Đông giáp biển Đông. Phía Tây giáp núi Xước và thị xã Hoàng Mai. KCN Đông Hồi cách thị trấn Cầu Giát về phía Bắc khoảng 20km, cách ga Hoàng Mai 1km, giáp cảng nước sâu Nghi Sơn – Thanh Hoá, cách quốc lộ 1A và đường sắt Bắc Nam 5 km, cách sân bay Vinh 80 km và cảng tổng hợp nước sâu Cửa Lò 75km."
"436","Vị trí đặt tại huyện Bình Xuyên, thuộc địa phận 2 xã Tam Hợp và Thiện Kế. Khu Công Nghiệp Thăng Long Vĩnh Phúc có vị trí cực kỳ thuận lợi cho việc giao thương"
"437","Khu vực nghiên cứu quy hoạch có tổng diện tích khoảng 45.332 ha bao gồm: phần diện tích Khu kinh tế hiện hữu là 10.300 ha, phần diện tích mở rộng khoảng 24.280 ha và khoảng 10.752 ha diện tích mặt biển. Bao gồm: toàn bộ diện tích các xã Bình Đông, Bình Thạnh, Bình Chánh, Bình Thuận, Bình Trị, Bình Hải, Bình Phước, Bình Hòa, Bình Phú, Bình Dương, Bình Thanh Đông, Bình Thanh Tây, Bình Tân, Bình Châu, Bình Thới và một phần các xã Bình Nguyên, Bình Long, Bình Hiệp, Bình Trung của huyện Bình Sơn; thị trấn Châu Ổ; toàn bộ diện tích các xã Tịnh Phong, Tịnh Hòa, Tịnh Kỳ và một phần xã Tịnh Thọ thuộc huyện Sơn Tịnh; toàn bộ diện tích huyện đảo Lý Sơn; khu vực mặt biển liền kề (diện tích khoảng 10.752 ha). Ranh giới quy hoạch được giới hạn như sau: - Phía Đông giáp biển Đông. - Phía Tây giáp đường sắt Bắc - Nam. - Phía Nam giáp ranh giới quy hoạch mở rộng thành phố Quảng Ngãi. - Phía Bắc giáp tỉnh Quảng Nam."
"438","-Nằm trên địa bàn xã Đại Xuyên, huyện Phú Xuyên, thủ đô Hà Nội, cách trung tâm Hà Nội 30km qua cao tốc Pháp Vân – Cầu Giẽ (QL1B) -Cách sân bài Nội Bài 60km -Cách cảng Hải Phòng 120km -Cách cảng Cái Lân 165km -Cách ga đường sắt Phú Xuyên Hà Nội và cảng Hồng Vân đường thủy nội địa 2km"
"440","KCN Nam Cầu Kiền có vị trí giao thông thuận lợi, kết nối với các hệ thống hạ tầng đồng bộ của thành phố Hải Phòng giúp cho các doanh nghiệp tiết kiệm chi phí vận tải và đi lại thông qua hệ thống giao thông đường bộ, đường sông, đường biển, đường sắt và đường hàng không."
"442","Dự án nằm trong khu kinh tế Chân Mây – Lăng Cô thuộc xã Lộc Tiến, Lộc Vĩnh, Tỉnh Thừa Thiên Huế, cách Thủ đô Hà Nội 710km về phía Bắc và cách Thành phố Hồ Chí Minh 1000km về phía Nam"
"445","+ Toàn bộ diện tích phát triển của cả Dự án Khu đô thị công nghiệp Dung Quất đều nằm ở huyện Bình Sơn, tỉnh Quảng Ngãi thuộc Khu kinh tế Dung Quất. Phía Đông giáp sông Trà Bồng và đường Thanh Niên; Phía Bắc giáp Sân bay Chu Lai; Phía Nam giáp đường Dốc Sỏi – Dung Quất. + Đây là khu vực có vị trí địa lý và các điều kiện rất thuận lợi để phát triển thành một khu công nghiệp hiện đại."
"448","Khu công nghiệp Tân Phú Thạnh giáp trung tâm TP.Cần Thơ và sân bay Cần Thơ, giáp sông ba láng, thuận lợi cho vận chuyển hàng hóa bằng đường thủy với tàu có tải trọng lên đến 2.000 tấn."
"449","Thuộc xã Khánh An, huyện U Minh, tỉnh Cà Mau."
"45","Nằm ven quốc lộ 1A, địa phận giáp ranh giữa tỉnh Thanh Hóa và tỉnh Ninh Bình"
"450","Thuộc xã Lương Thế Trân, huyện Cái Nước, tỉnh Cà Mau"
"451","Thuộc địa bàn huyện Năm Căn, tỉnh Cà Mau, bao gồm thị trấn Năm Căn, xã Hàm Rồng, xã Hàng Vịnh và ấp Ông Do của xã Đất Mới."
"452","Nằm trong mạng lưới giao thông chủ chốt của Vùng kinh tế trọng điểm phía Nam, thúc đẩy giao thương và vận chuyển hàng hoá. Tiếp giáp với Bình Dương và gần kề TP.HCM, MINH HƯNG SIKICO được thừa hưởng toàn bộ tiện ích từ cơ sở hạ tầng và dịch vụ cả hai đô thị này."
"46",""
"465","TTZ tọa lạc tại Quận 7, góc Đông Nam của trung tâm thành phố Hồ Chí Minh, nằm trên một bán đảo được bao quanh bởi sông Sài Gòn, tổng diện tích: 300 ha."
"467","Khu công nghiệp An Phát 1 có diện tích 180 ha, tọa lạc tại Km69, Quốc lộ 37 - nơi trọng điểm kết nối giao thương, công nghiệp, dịch vụ của miền Bắc Việt Nam, dễ dàng kết nối cùng Quốc lộ 5 và Quốc lộ 18, hứa hẹn trở thành điểm trung chuyển quan trọng trong hành lang kinh tế toàn vùng."
"47","Khu kinh tế Nghi Sơn (KKT Nghi Sơn) có diện tích tự nhiên 18.611,8 ha nằm phía Nam tỉnh Thanh Hoá, trên trục giao lưu Bắc - Nam của đất nước, cách Thủ đô Hà Nội 200 km về phía Nam, là cầu nối giữa vùng Bắc Bộ với Trung Bộ, Tây Bắc và Nam Bộ, với thị trường Nam Lào và Đông Bắc Thái Lan. Cảng Nghi Sơn có tiềm năng phát triển thành một trong những cảng biển lớn nhất cả nước với khả năng tiếp nhận tàu có trọng tải lên tới 50.000DWT, năng lực xếp dỡ lên đến hàng trăm triệu tấn/năm"
"471","Khu công nghiệp Long Bình An nằm tại phường Đội Cấn, thành phố Tuyên Quang, tỉnh Tuyên Quang, giáp đường ĐT186, có vị trí thuận lợi trong sản xuất cũng như phân phối sản phẩm đến các tỉnh, thành phố."
"472","Nằm cạnh Quốc lộ 10 nối liền các tỉnh Thái Bình-Nam Định-Ninh Bình. Cách trung tâm Hà nội khoảng 85Km, cách cảng Hải Phòng 88km, cách sân bay Quốc tế Nội Bài khoảng 110km"
"475","Công Nghiệp Dệt May Rạng Đông nằm trong Khu kinh tế Ninh Cơ. Hệ thống kết nối với tuyến đường nối Cao tốc Bắc Nam từ nút giao Cao Bồ, đường Cao tốc ven biển nối liền sáu Tỉnh phía Bắc, tuyến cầu Thịnh Long vượt sông Ninh Cơ, tuyến Cao tốc Ninh Bình - Nam Định - Thái Bình, Aurora IP sẽ là điểm kết nối trọng yếu của các trục hành lang kinh tế."
"49","Phía bắc tỉnh Thanh Hoá, cách TP Thanh Hoá 32 km; nằm ở phía tây đường quốc lộ 1A, gần đường sắt Bắc Nam."
"496","Khu CN Du Long nằm ở vị trí đắc địa: gần vị trí đấu nối cao tốc Bắc Nam và Quốc lộ 1A; cảng biển hàng hóa quốc tế Cam Ranh, Cà Ná, Vĩnh Tân; sân bay quốc tế Cam Ranh; ga đường sắt Tháp Chàm nên các phương tiện giao thông trọng tải lớn lưu thông rất thuận tiện"
"497","KCN Phước Nam nằm ở vùng Nam Trung Bộ, trên địa bàn xã Phước Nam, huyện Ninh Phước, tỉnh Ninh Thuận (tại Km 1574 trên Quốc lộ 1A)"
"498","Phường Thọ Quang, quận Liên Chiểu, thành phố Đà Nẵng"
"5","Khu công nghiệp Quế Võ nằm trên trục đường giao thông quan trọng, nối liền các trung tâm kinh tế lớn như Hà Nội, Hải Phòng, Quảng Ninh cũng như sân bay Quốc tế Nội Bài và các cảng biển Quốc tế, rất thuận tiện cho việc vận chuyển xuất nhập khẩu hàng hóa."
"50","Cách quốc lộ 1A 5km"
"503","Khu Công nghiệp Bình Xuyên II đặt tại thị trấn Bá Hiện, huyện Bình Xuyên, tỉnh Vĩnh Phúc, cách đường cao tốc Nội Bài- Lao Cai, 2km, Các sân bay Quốc tế Nội Bài 20 km, cách Trung tâm Thủ đô Hà Nội 50km, Cách cảng Cai Lân (Quảng Ninh) 165 km; cách Ga đường sắt 4 km"
"504","KCN nằm tại xã Bá Hiến và xã Thiện Kế, huyện Bình Xuyên, tỉnh Vĩnh Phúc. Nằm cách thủ đô Hà Nội 50km về phía Tây Bắc, khu công nghiệp dễ dàng kết nối với các vùng lân cận thông qua hệ thống đường bộ (cao tốc Xuyên Á Nội Bài – Lào Cai, quốc lộ 2, quốc lộ 18...), đường sắt (tuyến đường sắt Hà Nội – Vĩnh Phúc – Lào Cai – Trung Quốc), đường hàng không (cảng Hàng không Quốc tế Nội Bài) và đường biển (cảng Đình Vũ – Hải Phòng, cảng Cái Lân)."
"505","+ Phía Bắc giáp đường Tôn Đức Thắng (kéo dài) và khu dân cư thôn Minh Quyết, phường Khai Quang. + Phía Nam giáp các xã Quất Lưu, Tam Hợp (huyện Bình Xuyên) và đường sắt Hà Nội- Lào Cai. + Phía Tây giáp đường Nguyễn Tất Thành và khu dân cư thôn Thanh Giã, phường Khai Quang. + Phía Đông giáp núi Trống, đất lâm nghiệp xã Tam Hợp, huyện Bình Xuyên"
"506","KCN Thái Hòa - Liễn Sơn - Liên Hòa nằm trên địa phận huyện Lập Thạch, giáp quốc lộ 2C đi cầu Liễn Sơn với nút giao Văn Quán nối đường cao tốc Nội Bài - Lào Cai; Cách nút giao Văn Quán 8km; Cách Sân Bay Nội Bài 55km; Cách thành phố Vĩnh Yên 20km; Cách thủ đô Hà Nội 70km"
"507","Phường Hòa Khánh Bắc, quận Liên Chiểu, thành phố Đà Nẵng"
"508","KCN Thành Hải nằm tại địa bàn thành phố Phan Rang Tháp Chàm, ngay giao điểm của 3 trục giao thông chiến lược là Quốc lộ 1A, đường sắt thống nhất Bắc Nam, Quốc lộ 27 lên Nam Tây Nguyên"
"509","Khu công nghiệp Nhân Cơ nằm cách Thị xã Gia Nghĩa, tỉnh Đắk Nông 10km và cách thành phố Hồ Chí Minh khoảng 240 km, thuận lợi trong giao thương với thành phố Hồ Chí Minh và các tỉnh khu vực phía Nam."
"51","Nằm trên các tuyến giao thông đường bộ như quốc lộ 1A; đường Đặng Thai Mai; đường phía Nam KCN; đường vành đai phía Đông KCN"
"52","Nằm trên quốc lộ 46 nối nối từ cảng Cửa Lò với thành phố Vinh và đường Sào Nam đi bãi tắm Cửa Lò."
"520","- Phía Bắc và Đông Bắc: giáp Khu đô thị Bình Minh. - Phía Nam và Tây Nam: Giáp sông Hậu - Phía Tây và Tây Bắc: Giáp đường cao tốc Cần Thơ. - Phía Đông và Đông Nam: Giáp khu vực dự kiến phát triển công nghiệp."
"522","KCNCS PM3 tọa lạc tại phường Phước Hòa, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu."
"53","Nằm hai bên Quốc lộ 1A, có tuyến đường sắt Bắc Nam chạy qua, đường tỉnh lộ Nam Cấm nối quốc lộ 1A với cảng biển Cửa Lò."
"534","Nằm ngay vị trí cận kề Tp. Biên Hòa và cửa ngõ đi vào Tp. Hồ Chí Minh, KCN Giang Điền trở thành ""điểm vàng"" thu hút đầu tư trong suốt nhiều năm nay. Ngoài ra, lợi thế đáng chú ý nhất của khu công nghiệp Giang Điền là nằm gần nhiều cảng như: Cảng ICD Biên Hòa, cảng Gò Dầu, cảng Phước An, Tân Cảng Cát Lái và cảng Phú Mỹ."
"535","KCN Thạnh Phú có mạng lưới giao thông đường bộ thuận tiện, nằm kề cận thành phố Biên Hòa. Tọa lạc gần sông Đồng Nai, thuận tiện về giao thông đường thủy."
"536","KCN Xuân Lộc có lợi thế lớn về vận chuyển hàng hóa với vị trí nằm cạnh Quốc lộ 1, trục giao thông huyết mạch Bắc – Nam."
"539","KCN Yên Phong 2C nằm gần Quốc lộ 18 và đường Cao tốc Hà Nội - Thái Nguyên Cách sân bay Nội Bài 20km, cách Hà Nội 34 km"
"54","Nằm ven quốc lộ 1A"
"540","Nằm sát Quốc lộ 38, KCN Thuận Thành I dễ dàng kết nối đến thủ đô Hà Nội, sân bay quốc tế Nội Bài và cảng Hải Phòng."
"541","Nằm trên quốc lộ 18 đi Hải Dương, Quảng Ninh, Hải Phòng."
"542","Khu công nghiệp Quế Võ II nằm trong vùng kinh tế trọng điểm của phía Bắc, thuận lợi trong việc phục vụ sản xuất phát triển thị trường của các doanh nghiệp."
"543","KCN Quế Võ III với vị trí chiến lược nối liền Quốc lộ 17 & 18, giao thông thuận tiện liên kết với Hà Nội, Bắc Giang, Quảng Ninh, Hải Phòng, Sân bay Quốc tế Nội Bài… tạo đầu mối rất thuận lợi cho các doanh nghiệp sản xuất, xuất nhập khẩu và vận chuyển hàng hóa và vật liệu."
"544","KCN Đại Đồng Hoàn Sơn tiếp giáp với các tỉnh/TP như: TP. Hà Nội, tỉnh Bắc Giang, tỉnh Hải Dương, tỉnh Hưng Yên và nằm trong vùng kinh tế trọng điểm phía Bắc: Hà Nội- Hải Phòng- Quảng Ninh"
